site_id,site_name,period,month_start_date,calendar_year,calendar_month,calendar_quarter,month_label,process_area,ore_source,stockpile_flag,ore_mix_pct,throughput_tonnes_plan,throughput_tonnes_actual,throughput_tonnes_variance,throughput_tonnes_variance_pct,copper_production_tonnes_plan,copper_production_tonnes_actual,copper_production_tonnes_variance,copper_production_tonnes_variance_pct,negative_production_gap_tonnes,process_area_production_gap_share_pct,availability_pct,downtime_hours,site_total_downtime_hours,downtime_share_pct,overall_alert_level,primary_alert_metric,primary_alert_message,data_classification,sample_data_flag
demo_south_concentrator,Demo South Concentrator,2025-02,2025-02-01,2025,2,1,Feb 2025,Crushing & Conveying,fresh_pit_south,False,51.0,86751,85493,-1258,-0.01450127376053302,509,484,-25,-0.04911591355599214,25,0.35714285714285715,88.88,30,79,0.379746835443038,critical,Copper Production,Copper Production is 6.7% below plan.,sample_demo_monthly_monitoring,True
demo_south_concentrator,Demo South Concentrator,2025-02,2025-02-01,2025,2,1,Feb 2025,Grinding & Flotation,fresh_pit_south,False,49.0,83349,78917,-4432,-0.05317400328738197,529,484,-45,-0.08506616257088846,45,0.6428571428571429,85.98,49,79,0.620253164556962,critical,Copper Production,Copper Production is 6.7% below plan.,sample_demo_monthly_monitoring,True
demo_south_concentrator,Demo South Concentrator,2025-03,2025-03-01,2025,3,1,Mar 2025,Crushing & Conveying,fresh_pit_south,False,51.0,86776,84864,-1912,-0.02203374204849267,502,474,-28,-0.055776892430278883,28,0.37333333333333335,88.7,30,80,0.375,critical,Copper Production,Copper Production is 7.3% below plan.,sample_demo_monthly_monitoring,True
demo_south_concentrator,Demo South Concentrator,2025-03,2025-03-01,2025,3,1,Mar 2025,Grinding & Flotation,fresh_pit_south,False,49.0,83374,78336,-5038,-0.06042651186221124,522,475,-47,-0.09003831417624521,47,0.6266666666666667,85.8,50,80,0.625,critical,Copper Production,Copper Production is 7.3% below plan.,sample_demo_monthly_monitoring,True
demo_south_concentrator,Demo South Concentrator,2025-04,2025-04-01,2025,4,2,Apr 2025,Crushing & Conveying,fresh_pit_south,False,51.0,87822,86736,-1086,-0.012365921978547516,524,508,-16,-0.030534351145038167,16,0.2909090909090909,89.3,29,76,0.3815789473684211,critical,Copper Production,Copper Production is 5.1% below plan.,sample_demo_monthly_monitoring,True
demo_south_concentrator,Demo South Concentrator,2025-04,2025-04-01,2025,4,2,Apr 2025,Grinding & Flotation,fresh_pit_south,False,49.0,84378,80064,-4314,-0.05112707103747422,546,507,-39,-0.07142857142857142,39,0.7090909090909091,86.4,47,76,0.618421052631579,critical,Copper Production,Copper Production is 5.1% below plan.,sample_demo_monthly_monitoring,True
demo_south_concentrator,Demo South Concentrator,2025-05,2025-05-01,2025,5,2,May 2025,Crushing & Conveying,fresh_pit_south,False,51.0,87312,85379,-1933,-0.02213899578522998,530,509,-21,-0.03962264150943396,21,0.3333333333333333,89.81,28,73,0.3835616438356164,critical,Copper Production,Copper Production is 5.8% below plan.,sample_demo_monthly_monitoring,True
demo_south_concentrator,Demo South Concentrator,2025-05,2025-05-01,2025,5,2,May 2025,Grinding & Flotation,south_stockpile_blend,True,49.0,83888,78811,-5077,-0.06052117108525653,551,509,-42,-0.07622504537205081,42,0.6666666666666666,86.91,45,73,0.6164383561643836,critical,Copper Production,Copper Production is 5.8% below plan.,sample_demo_monthly_monitoring,True
demo_south_concentrator,Demo South Concentrator,2025-06,2025-06-01,2025,6,2,Jun 2025,Crushing & Conveying,fresh_pit_south,False,51.0,88128,87001,-1127,-0.012788217138707335,551,528,-23,-0.041742286751361164,23,0.3333333333333333,89.61,28,74,0.3783783783783784,critical,Copper Production,Copper Production is 6.1% below plan.,sample_demo_monthly_monitoring,True
demo_south_concentrator,Demo South Concentrator,2025-06,2025-06-01,2025,6,2,Jun 2025,Grinding & Flotation,south_stockpile_blend,True,49.0,84672,80309,-4363,-0.051528250188964474,573,527,-46,-0.08027923211169284,46,0.6666666666666666,86.71,46,74,0.6216216216216216,critical,Copper Production,Copper Production is 6.1% below plan.,sample_demo_monthly_monitoring,True
demo_south_concentrator,Demo South Concentrator,2025-07,2025-07-01,2025,7,3,Jul 2025,Crushing & Conveying,fresh_pit_south,False,49.0,85848,84630,-1218,-0.014187866927592954,544,521,-23,-0.042279411764705885,23,0.3150684931506849,89.41,28,75,0.37333333333333335,critical,Copper Production,Copper Production is 6.3% below plan.,sample_demo_monthly_monitoring,True
demo_south_concentrator,Demo South Concentrator,2025-07,2025-07-01,2025,7,3,Jul 2025,Grinding & Flotation,south_stockpile_blend,True,51.0,89352,84630,-4722,-0.05284716626376578,614,564,-50,-0.08143322475570032,50,0.684931506849315,86.51,47,75,0.6266666666666667,critical,Copper Production,Copper Production is 6.3% below plan.,sample_demo_monthly_monitoring,True
demo_south_concentrator,Demo South Concentrator,2025-08,2025-08-01,2025,8,3,Aug 2025,Crushing & Conveying,fresh_pit_south,False,49.0,86240,85020,-1220,-0.01414656771799629,555,539,-16,-0.02882882882882883,16,0.27586206896551724,90.01,27,71,0.38028169014084506,critical,Copper Production,Copper Production is 4.9% below plan.,sample_demo_monthly_monitoring,True
demo_south_concentrator,Demo South Concentrator,2025-08,2025-08-01,2025,8,3,Aug 2025,Grinding & Flotation,south_stockpile_blend,True,51.0,89760,85020,-4740,-0.052807486631016046,625,583,-42,-0.0672,42,0.7241379310344828,87.11,44,71,0.6197183098591549,critical,Copper Production,Copper Production is 4.9% below plan.,sample_demo_monthly_monitoring,True
demo_south_concentrator,Demo South Concentrator,2025-09,2025-09-01,2025,9,3,Sep 2025,Crushing & Conveying,fresh_pit_south,False,49.0,89200,86000,-3200,-0.03587443946188341,567,518,-49,-0.08641975308641975,49,0.3888888888888889,88.5,31,81,0.38271604938271603,critical,Copper Production,Copper Production is 10.4% below plan.,sample_demo_monthly_monitoring,True
demo_south_concentrator,Demo South Concentrator,2025-09,2025-09-01,2025,9,3,Sep 2025,Grinding & Flotation,south_stockpile_blend,True,51.0,92840,86000,-6840,-0.07367514002585093,639,562,-77,-0.12050078247261346,77,0.6111111111111112,85.6,50,81,0.6172839506172839,critical,Copper Production,Copper Production is 10.4% below plan.,sample_demo_monthly_monitoring,True
demo_south_concentrator,Demo South Concentrator,2025-10,2025-10-01,2025,10,4,Oct 2025,Crushing & Conveying,fresh_pit_south,False,49.0,90003,88200,-1803,-0.020032665577814072,563,541,-22,-0.03907637655417407,22,0.3142857142857143,89.4,28,75,0.37333333333333335,critical,Copper Production,Copper Production is 5.8% below plan.,sample_demo_monthly_monitoring,True
demo_south_concentrator,Demo South Concentrator,2025-10,2025-10-01,2025,10,4,Oct 2025,Grinding & Flotation,south_stockpile_blend,True,51.0,93677,88200,-5477,-0.058466859527952435,635,587,-48,-0.07559055118110236,48,0.6857142857142857,86.5,47,75,0.6266666666666667,critical,Copper Production,Copper Production is 5.8% below plan.,sample_demo_monthly_monitoring,True
demo_south_concentrator,Demo South Concentrator,2025-11,2025-11-01,2025,11,4,Nov 2025,Crushing & Conveying,fresh_pit_south,False,49.0,93022,91635,-1387,-0.01491045129109243,573,545,-28,-0.04886561954624782,28,0.3333333333333333,89.08,29,77,0.37662337662337664,critical,Copper Production,Copper Production is 6.9% below plan.,sample_demo_monthly_monitoring,True
demo_south_concentrator,Demo South Concentrator,2025-11,2025-11-01,2025,11,4,Nov 2025,Grinding & Flotation,south_stockpile_blend,True,51.0,96818,91635,-5183,-0.053533433865603504,647,591,-56,-0.0865533230293663,56,0.6666666666666666,86.19,48,77,0.6233766233766234,critical,Copper Production,Copper Production is 6.9% below plan.,sample_demo_monthly_monitoring,True
demo_south_concentrator,Demo South Concentrator,2025-12,2025-12-01,2025,12,4,Dec 2025,Crushing & Conveying,fresh_pit_south,False,49.0,93639,92045,-1594,-0.01702282168754472,567,538,-29,-0.05114638447971781,29,0.3333333333333333,88.48,31,81,0.38271604938271603,critical,Copper Production,Copper Production is 7.2% below plan.,sample_demo_monthly_monitoring,True
demo_south_concentrator,Demo South Concentrator,2025-12,2025-12-01,2025,12,4,Dec 2025,Grinding & Flotation,south_stockpile_blend,True,51.0,97461,92045,-5416,-0.05557094632724885,640,582,-58,-0.090625,58,0.6666666666666666,85.59,50,81,0.6172839506172839,critical,Copper Production,Copper Production is 7.2% below plan.,sample_demo_monthly_monitoring,True
